1751504886060|2|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|select version()|select version()
1751505135699|108|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table role (role_id integer generated by default as identity, created_at timestamp(6), updated_at timestamp(6), description varchar(255), role_name varchar(255) not null, primary key (role_id))|create table role (role_id integer generated by default as identity, created_at timestamp(6), updated_at timestamp(6), description varchar(255), role_name varchar(255) not null, primary key (role_id))
1751505135793|93|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table role_menu (menu_id integer not null, role_id integer not null, primary key (menu_id, role_id))|create table role_menu (menu_id integer not null, role_id integer not null, primary key (menu_id, role_id))
1751505135893|99|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table user_role (role_id integer not null, user_id uuid not null, primary key (role_id, user_id))|create table user_role (role_id integer not null, user_id uuid not null, primary key (role_id, user_id))
1751505136100|206|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table users (created_at timestamp(6), updated_at timestamp(6), user_id uuid not null, del_yn varchar(255), password varchar(255) not null, user_name varchar(255) not null unique, primary key (user_id))|create table users (created_at timestamp(6), updated_at timestamp(6), user_id uuid not null, del_yn varchar(255), password varchar(255) not null, user_name varchar(255) not null unique, primary key (user_id))
1751505136291|191|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists menu add constraint FKgeupubdqncc1lpgf2cn4fqwbc foreign key (parent_id) references menu|alter table if exists menu add constraint FKgeupubdqncc1lpgf2cn4fqwbc foreign key (parent_id) references menu
1751505136482|190|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists role_menu add constraint FKfg4e2mb2318tph615gh44ll3 foreign key (menu_id) references menu|alter table if exists role_menu add constraint FKfg4e2mb2318tph615gh44ll3 foreign key (menu_id) references menu
1751505136496|13|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists role_menu add constraint FKqyvxw2gg2qk0wld3bqfcb58vq foreign key (role_id) references role|alter table if exists role_menu add constraint FKqyvxw2gg2qk0wld3bqfcb58vq foreign key (role_id) references role
1751505136689|193|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists user_role add constraint FKa68196081fvovjhkek5m97n3y foreign key (role_id) references role|alter table if exists user_role add constraint FKa68196081fvovjhkek5m97n3y foreign key (role_id) references role
1751505136794|103|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists user_role add constraint FKj345gk1bovqvfame88rcx7yyx foreign key (user_id) references users|alter table if exists user_role add constraint FKj345gk1bovqvfame88rcx7yyx foreign key (user_id) references users
1751505585002|2|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|select version()|select version()
1751505585659|0|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|set client_min_messages = WARNING|set client_min_messages = WARNING
1751505585784|124|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists menu drop constraint if exists FKgeupubdqncc1lpgf2cn4fqwbc|alter table if exists menu drop constraint if exists FKgeupubdqncc1lpgf2cn4fqwbc
1751505585795|10|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists role_menu drop constraint if exists FKfg4e2mb2318tph615gh44ll3|alter table if exists role_menu drop constraint if exists FKfg4e2mb2318tph615gh44ll3
1751505585891|95|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists role_menu drop constraint if exists FKqyvxw2gg2qk0wld3bqfcb58vq|alter table if exists role_menu drop constraint if exists FKqyvxw2gg2qk0wld3bqfcb58vq
1751505585896|5|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists user_role drop constraint if exists FKa68196081fvovjhkek5m97n3y|alter table if exists user_role drop constraint if exists FKa68196081fvovjhkek5m97n3y
1751505585899|2|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists user_role drop constraint if exists FKj345gk1bovqvfame88rcx7yyx|alter table if exists user_role drop constraint if exists FKj345gk1bovqvfame88rcx7yyx
1751505586084|184|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists common_code cascade|drop table if exists common_code cascade
1751505586100|15|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists consumer_site cascade|drop table if exists consumer_site cascade
1751505586185|85|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists menu cascade|drop table if exists menu cascade
1751505586383|198|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists role cascade|drop table if exists role cascade
1751505586472|88|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists role_menu cascade|drop table if exists role_menu cascade
1751505586571|98|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists user_role cascade|drop table if exists user_role cascade
1751505586684|112|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists users cascade|drop table if exists users cascade
1751505586984|295|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table common_code (cate1 integer, cate2 integer, cate3 integer, code_id integer generated by default as identity, folder_yn varchar(1), use_yn varchar(1), created_at timestamp(6), updated_at timestamp(6), code_type varchar(20), code varchar(255), description varchar(255), display_name varchar(255) not null, primary key (code_id))|create table common_code (cate1 integer, cate2 integer, cate3 integer, code_id integer generated by default as identity, folder_yn varchar(1), use_yn varchar(1), created_at timestamp(6), updated_at timestamp(6), code_type varchar(20), code varchar(255), description varchar(255), display_name varchar(255) not null, primary key (code_id))
1751505587271|287|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table consumer_site (create_at timestamp(6), update_at timestamp(6), site_id uuid not null, contact varchar(100), site_name varchar(100), address text, primary key (site_id))|create table consumer_site (create_at timestamp(6), update_at timestamp(6), site_id uuid not null, contact varchar(100), site_name varchar(100), address text, primary key (site_id))
1751505587671|398|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table menu (depth integer not null, menu_id integer generated by default as identity, parent_id integer, sort_order integer not null, use_yn varchar(1), created_at timestamp(6), updated_at timestamp(6), component varchar(255), menu_code varchar(255) not null unique, menu_name varchar(255) not null, path varchar(255), primary key (menu_id))|create table menu (depth integer not null, menu_id integer generated by default as identity, parent_id integer, sort_order integer not null, use_yn varchar(1), created_at timestamp(6), updated_at timestamp(6), component varchar(255), menu_code varchar(255) not null unique, menu_name varchar(255) not null, path varchar(255), primary key (menu_id))
1751505587793|121|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table role (role_id integer generated by default as identity, created_at timestamp(6), updated_at timestamp(6), description varchar(255), role_name varchar(255) not null, primary key (role_id))|create table role (role_id integer generated by default as identity, created_at timestamp(6), updated_at timestamp(6), description varchar(255), role_name varchar(255) not null, primary key (role_id))
1751505587894|101|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table role_menu (menu_id integer not null, role_id integer not null, primary key (menu_id, role_id))|create table role_menu (menu_id integer not null, role_id integer not null, primary key (menu_id, role_id))
1751505588171|275|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table user_role (role_id integer not null, user_id uuid not null, primary key (role_id, user_id))|create table user_role (role_id integer not null, user_id uuid not null, primary key (role_id, user_id))
1751505588402|231|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table users (created_at timestamp(6), updated_at timestamp(6), user_id uuid not null, del_yn varchar(255), password varchar(255) not null, user_name varchar(255) not null unique, primary key (user_id))|create table users (created_at timestamp(6), updated_at timestamp(6), user_id uuid not null, del_yn varchar(255), password varchar(255) not null, user_name varchar(255) not null unique, primary key (user_id))
1751505588495|91|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists menu add constraint FKgeupubdqncc1lpgf2cn4fqwbc foreign key (parent_id) references menu|alter table if exists menu add constraint FKgeupubdqncc1lpgf2cn4fqwbc foreign key (parent_id) references menu
1751505588595|100|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists role_menu add constraint FKfg4e2mb2318tph615gh44ll3 foreign key (menu_id) references menu|alter table if exists role_menu add constraint FKfg4e2mb2318tph615gh44ll3 foreign key (menu_id) references menu
1751505588601|4|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists role_menu add constraint FKqyvxw2gg2qk0wld3bqfcb58vq foreign key (role_id) references role|alter table if exists role_menu add constraint FKqyvxw2gg2qk0wld3bqfcb58vq foreign key (role_id) references role
1751505588692|91|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists user_role add constraint FKa68196081fvovjhkek5m97n3y foreign key (role_id) references role|alter table if exists user_role add constraint FKa68196081fvovjhkek5m97n3y foreign key (role_id) references role
1751505588697|5|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists user_role add constraint FKj345gk1bovqvfame88rcx7yyx foreign key (user_id) references users|alter table if exists user_role add constraint FKj345gk1bovqvfame88rcx7yyx foreign key (user_id) references users
1751505647501|2|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|select version()|select version()
1751505648185|0|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|set client_min_messages = WARNING|set client_min_messages = WARNING
1751505648199|13|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists menu drop constraint if exists FKgeupubdqncc1lpgf2cn4fqwbc|alter table if exists menu drop constraint if exists FKgeupubdqncc1lpgf2cn4fqwbc
1751505648293|94|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists role_menu drop constraint if exists FKfg4e2mb2318tph615gh44ll3|alter table if exists role_menu drop constraint if exists FKfg4e2mb2318tph615gh44ll3
1751505648297|3|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists role_menu drop constraint if exists FKqyvxw2gg2qk0wld3bqfcb58vq|alter table if exists role_menu drop constraint if exists FKqyvxw2gg2qk0wld3bqfcb58vq
1751505648301|3|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists user_role drop constraint if exists FKa68196081fvovjhkek5m97n3y|alter table if exists user_role drop constraint if exists FKa68196081fvovjhkek5m97n3y
1751505648304|3|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists user_role drop constraint if exists FKj345gk1bovqvfame88rcx7yyx|alter table if exists user_role drop constraint if exists FKj345gk1bovqvfame88rcx7yyx
1751505648485|180|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists common_code cascade|drop table if exists common_code cascade
1751505648498|13|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists consumer_site cascade|drop table if exists consumer_site cascade
1751505648671|172|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists menu cascade|drop table if exists menu cascade
1751505648700|28|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists role cascade|drop table if exists role cascade
1751505648793|92|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists role_menu cascade|drop table if exists role_menu cascade
1751505648984|191|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists user_role cascade|drop table if exists user_role cascade
1751505648997|12|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists users cascade|drop table if exists users cascade
1751505649194|193|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table common_code (cate1 integer, cate2 integer, cate3 integer, code_id integer generated by default as identity, folder_yn varchar(1), use_yn varchar(1), created_at timestamp(6), updated_at timestamp(6), code_type varchar(20), code varchar(255), description varchar(255), display_name varchar(255) not null, primary key (code_id))|create table common_code (cate1 integer, cate2 integer, cate3 integer, code_id integer generated by default as identity, folder_yn varchar(1), use_yn varchar(1), created_at timestamp(6), updated_at timestamp(6), code_type varchar(20), code varchar(255), description varchar(255), display_name varchar(255) not null, primary key (code_id))
1751505649298|103|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table consumer_site (create_at timestamp(6), update_at timestamp(6), site_id uuid not null, contact varchar(100), site_name varchar(100), address text, primary key (site_id))|create table consumer_site (create_at timestamp(6), update_at timestamp(6), site_id uuid not null, contact varchar(100), site_name varchar(100), address text, primary key (site_id))
1751505649493|194|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table menu (depth integer not null, menu_id integer generated by default as identity, parent_id integer, sort_order integer not null, use_yn varchar(1), created_at timestamp(6), updated_at timestamp(6), component varchar(255), menu_code varchar(255) not null unique, menu_name varchar(255) not null, path varchar(255), primary key (menu_id))|create table menu (depth integer not null, menu_id integer generated by default as identity, parent_id integer, sort_order integer not null, use_yn varchar(1), created_at timestamp(6), updated_at timestamp(6), component varchar(255), menu_code varchar(255) not null unique, menu_name varchar(255) not null, path varchar(255), primary key (menu_id))
1751505649503|8|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table role (role_id integer generated by default as identity, created_at timestamp(6), updated_at timestamp(6), description varchar(255), role_name varchar(255) not null, primary key (role_id))|create table role (role_id integer generated by default as identity, created_at timestamp(6), updated_at timestamp(6), description varchar(255), role_name varchar(255) not null, primary key (role_id))
1751505649594|91|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table role_menu (menu_id integer not null, role_id integer not null, primary key (menu_id, role_id))|create table role_menu (menu_id integer not null, role_id integer not null, primary key (menu_id, role_id))
1751505649695|100|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table user_role (role_id integer not null, user_id uuid not null, primary key (role_id, user_id))|create table user_role (role_id integer not null, user_id uuid not null, primary key (role_id, user_id))
1751505649884|188|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|create table users (created_at timestamp(6), updated_at timestamp(6), user_id uuid not null, del_yn varchar(255), password varchar(255) not null, user_name varchar(255) not null unique, primary key (user_id))|create table users (created_at timestamp(6), updated_at timestamp(6), user_id uuid not null, del_yn varchar(255), password varchar(255) not null, user_name varchar(255) not null unique, primary key (user_id))
1751505649897|13|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists menu add constraint FKgeupubdqncc1lpgf2cn4fqwbc foreign key (parent_id) references menu|alter table if exists menu add constraint FKgeupubdqncc1lpgf2cn4fqwbc foreign key (parent_id) references menu
1751505649993|95|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists role_menu add constraint FKfg4e2mb2318tph615gh44ll3 foreign key (menu_id) references menu|alter table if exists role_menu add constraint FKfg4e2mb2318tph615gh44ll3 foreign key (menu_id) references menu
1751505650002|8|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists role_menu add constraint FKqyvxw2gg2qk0wld3bqfcb58vq foreign key (role_id) references role|alter table if exists role_menu add constraint FKqyvxw2gg2qk0wld3bqfcb58vq foreign key (role_id) references role
1751505650008|5|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists user_role add constraint FKa68196081fvovjhkek5m97n3y foreign key (role_id) references role|alter table if exists user_role add constraint FKa68196081fvovjhkek5m97n3y foreign key (role_id) references role
1751505650091|83|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists user_role add constraint FKj345gk1bovqvfame88rcx7yyx foreign key (user_id) references users|alter table if exists user_role add constraint FKj345gk1bovqvfame88rcx7yyx foreign key (user_id) references users
1751505754202|2|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|select version()|select version()
1751505754861|0|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|set client_min_messages = WARNING|set client_min_messages = WARNING
1751505754862|0|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists menu drop constraint if exists FKgeupubdqncc1lpgf2cn4fqwbc|alter table if exists menu drop constraint if exists FKgeupubdqncc1lpgf2cn4fqwbc
1751505754885|22|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists role_menu drop constraint if exists FKfg4e2mb2318tph615gh44ll3|alter table if exists role_menu drop constraint if exists FKfg4e2mb2318tph615gh44ll3
1751505754886|0|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists role_menu drop constraint if exists FKqyvxw2gg2qk0wld3bqfcb58vq|alter table if exists role_menu drop constraint if exists FKqyvxw2gg2qk0wld3bqfcb58vq
1751505754887|0|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists user_role drop constraint if exists FKa68196081fvovjhkek5m97n3y|alter table if exists user_role drop constraint if exists FKa68196081fvovjhkek5m97n3y
1751505754887|0|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|alter table if exists user_role drop constraint if exists FKj345gk1bovqvfame88rcx7yyx|alter table if exists user_role drop constraint if exists FKj345gk1bovqvfame88rcx7yyx
1751505754888|0|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists common_code cascade|drop table if exists common_code cascade
1751505754889|0|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists consumer_site cascade|drop table if exists consumer_site cascade
1751505754890|0|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists menu cascade|drop table if exists menu cascade
1751505754890|0|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists role cascade|drop table if exists role cascade
1751505754891|0|statement|connection 0|url jdbc:p6spy:postgresql://192.168.0.156:31457/chungju|drop table if exists role_menu cascade|drop table if exists role_menu cascade
